Sr.No,Series Name,Years,Runtime,Genre,Rating,Certificate,Votes
999,Romeo and the Black Brothers,(1995),24 min,"Animation,Adventure,Drama",8.6,TV-G,"1,226"
1000,Hungarian Folk Tales,(1980–2012),NA,Animation,8.9,NA,"1,478"
1001,Vinland Saga,(2019– ),24 min,"Animation,Action,Adventure",8.8,TV-MA,"49,895"
1002,BoJack Horseman,(2014–2020),25 min,"Animation,Comedy,Drama",8.8,TV-MA,"169,194"
1003,【Oshi No Ko】,(2023– ),24 min,"Animation,Drama,Fantasy",8.8,TV-14,"2,808"
1004,Dragon Ball Z,(1989–1996),24 min,"Animation,Action,Adventure",8.8,TV-PG,"136,804"
1005,Steins;Gate,(2011–2015),24 min,"Animation,Comedy,Drama",8.8,TV-14,"66,460"
1006,Fighting Spirit,(2000–2002),20 min,"Animation,Action,Comedy",8.8,TV-PG,"7,933"
1007,Dragon Ball Z,(1989–1996),24 min,"Animation,Action,Adventure",8.8,TV-PG,"82,766"
1008,Fighting Spirit: New Challenger,(2009),NA,"Animation,Action,Comedy",8.8,NA,"2,831"
1009,Future Boy Conan,(1978),24 min,"Animation,Adventure,Comedy",8.8,TV-PG,"4,589"
1010,Mushi-Shi: Next Passage,(2014–2015),24 min,"Animation,Drama,Fantasy",8.8,TV-14,"3,028"
1011,Demon Slayer: Kimetsu no Yaiba,(2019– ),24 min,"Animation,Action,Adventure",8.7,TV-MA,"119,199"
1012,South Park,(1997– ),22 min,"Animation,Comedy",8.7,TV-14,"388,015"
1013,The Simpsons,(1989– ),22 min,"Animation,Comedy",8.7,TV-14,"417,671"
1014,Invincible,(2021– ),50 min,"Animation,Action,Adventure",8.7,TV-MA,"152,677"
1015,Naruto: Shippuden,(2007–2017),24 min,"Animation,Action,Adventure",8.7,TV-PG,"137,014"
1016,Berserk,(1997–1998),23 min,"Animation,Action,Adventure",8.7,TV-MA,"44,100"
1017,One Punch Man,(2015–2019),24 min,"Animation,Action,Comedy",8.7,TV-PG,"169,989"
1018,Monster,(2004–2005),24 min,"Animation,Crime,Drama",8.7,TV-14,"35,566"
1019,Primal,(2019– ),22 min,"Animation,Action,Adventure",8.7,TV-MA,"17,077"
1020,Haikyu!!,(2014–2020),24 min,"Animation,Comedy,Drama",8.7,TV-14,"29,080"
1021,Justice League Unlimited,(2004–2006),23 min,"Animation,Action,Adventure",8.7,TV-Y7-FV,"17,834"
1022,Gintama,(2005–2021),25 min,"Animation,Action,Comedy",8.7,TV-14,"12,833"
1023,Code Geass,(2006–2008),24 min,"Animation,Action,Drama",8.7,TV-14,"72,664"
1024,Slam Dunk,(1993–1996),22 min,"Animation,Comedy,Drama",8.7,TV-PG,"6,425"
1025,Don't Hug Me I'm Scared,(2022– ),23 min,"Animation,Comedy,Horror",8.7,TV-14,"3,892"
1026,Fighting Spirit: Rising,(2013–2014),20 min,"Animation,Action,Comedy",8.7,NA,"2,573"
1027,The Mysterious Cities of Gold,(1982–1983),28 min,"Animation,Adventure,Comedy",8.7,TV-Y7,"4,104"
1028,Archer,(2009– ),22 min,"Animation,Action,Comedy",8.6,TV-MA,"159,129"
1029,Adventure Time,(2010–2018),11 min,"Animation,Action,Adventure",8.6,TV-PG,"101,186"
1030,Justice League,(2001–2004),22 min,"Animation,Action,Adventure",8.6,TV-PG,"48,494"
1031,Young Justice,(2010–2022),23 min,"Animation,Action,Adventure",8.6,TV-PG,"43,093"
1032,Mob Psycho 100,(2016–2022),24 min,"Animation,Action,Comedy",8.6,TV-14,"37,701"
1033,Dragon Ball,(1986–1989),25 min,"Animation,Action,Adventure",8.6,TV-14,"60,836"
1034,Fruits Basket,(2019–2021),24 min,"Animation,Comedy,Drama",8.6,TV-14,"7,407"
1035,Your Lie in April,(2014–2018),23 min,"Animation,Comedy,Drama",8.6,TV-PG,"33,057"
1036,The Venture Bros.,(2003–2018),22 min,"Animation,Action,Adventure",8.6,TV-14,"26,769"
1037,Samurai Champloo,(2004–2005),24 min,"Animation,Action,Adventure",8.6,TV-MA,"51,507"
1038,Dragon Ball,(1995–2003),24 min,"Animation,Action,Adventure",8.6,TV-14,"61,931"
1039,Hunter x Hunter,(1999–2001),23 min,"Animation,Action,Adventure",8.6,TV-PG,"8,787"
1040,Link Click,(2021– ),20 min,"Animation,Crime,Drama",8.6,TV-14,"2,548"
1041,Monogatari Series: Second Season,(2013),25 min,"Animation,Adventure,Comedy",8.6,TV-14,"2,734"
1042,Clannad: After Story,(2008–2009),24 min,"Animation,Comedy,Drama",8.6,TV-MA,"11,745"
1043,Tear Along the Dotted Line,(2021),20 min,"Animation,Comedy,Drama",8.6,TV-14,"9,764"
1044,Battle Through the Heavens,(2017– ),NA,"Animation,Action,Adventure",8.6,NA,"1,336"
1045,The Bugs Bunny Show,(1960–1975),30 min,"Animation,Comedy",8.6,TV-G,"34,624"
1046,Mike Judge Presents: Tales from the Tour Bus,(2017–2018),30 min,"Documentary,Animation,Biography",8.6,TV-MA,"1,383"
1047,Mad Jack the Pirate,(1998–1999),30 min,"Animation,Adventure,Comedy",8.6,TV-Y,"1,986"
1048,Romeo and the Black Brothers,(1995),24 min,"Animation,Adventure,Drama",8.6,TV-G,"1,226"
1049,Legacy from the Future - Fantastic Adventures of Family Mézga,(1970–1973),NA,"Animation,Comedy,Sci-Fi",8.6,NA,"1,599"
1050,Vinland Saga,(2019– ),24 min,"Animation,Action,Adventure",8.8,TV-MA,"49,895"
1051,BoJack Horseman,(2014–2020),25 min,"Animation,Comedy,Drama",8.8,TV-MA,"169,194"
1052,【Oshi No Ko】,(2023– ),24 min,"Animation,Drama,Fantasy",8.8,TV-14,"2,808"
1053,Dragon Ball Z,(1989–1996),24 min,"Animation,Action,Adventure",8.8,TV-PG,"136,804"
1054,Steins;Gate,(2011–2015),24 min,"Animation,Comedy,Drama",8.8,TV-14,"66,460"
1055,Fighting Spirit,(2000–2002),20 min,"Animation,Action,Comedy",8.8,TV-PG,"7,933"
1056,Dragon Ball Z,(1989–1996),24 min,"Animation,Action,Adventure",8.8,TV-PG,"82,766"
1057,Fighting Spirit: New Challenger,(2009),NA,"Animation,Action,Comedy",8.8,NA,"2,831"
1058,Future Boy Conan,(1978),24 min,"Animation,Adventure,Comedy",8.8,TV-PG,"4,589"
1059,Mushi-Shi: Next Passage,(2014–2015),24 min,"Animation,Drama,Fantasy",8.8,TV-14,"3,028"
1060,Demon Slayer: Kimetsu no Yaiba,(2019– ),24 min,"Animation,Action,Adventure",8.7,TV-MA,"119,199"
1061,South Park,(1997– ),22 min,"Animation,Comedy",8.7,TV-14,"388,015"
1062,The Simpsons,(1989– ),22 min,"Animation,Comedy",8.7,TV-14,"417,671"
1063,Invincible,(2021– ),50 min,"Animation,Action,Adventure",8.7,TV-MA,"152,677"
1064,Naruto: Shippuden,(2007–2017),24 min,"Animation,Action,Adventure",8.7,TV-PG,"137,014"
1065,Berserk,(1997–1998),23 min,"Animation,Action,Adventure",8.7,TV-MA,"44,100"
1066,One Punch Man,(2015–2019),24 min,"Animation,Action,Comedy",8.7,TV-PG,"169,989"
1067,Monster,(2004–2005),24 min,"Animation,Crime,Drama",8.7,TV-14,"35,566"
1068,Primal,(2019– ),22 min,"Animation,Action,Adventure",8.7,TV-MA,"17,077"
1069,Haikyu!!,(2014–2020),24 min,"Animation,Comedy,Drama",8.7,TV-14,"29,080"
1070,Justice League Unlimited,(2004–2006),23 min,"Animation,Action,Adventure",8.7,TV-Y7-FV,"17,834"
1071,Gintama,(2005–2021),25 min,"Animation,Action,Comedy",8.7,TV-14,"12,833"
1072,Code Geass,(2006–2008),24 min,"Animation,Action,Drama",8.7,TV-14,"72,664"
1073,Slam Dunk,(1993–1996),22 min,"Animation,Comedy,Drama",8.7,TV-PG,"6,425"
1074,Don't Hug Me I'm Scared,(2022– ),23 min,"Animation,Comedy,Horror",8.7,TV-14,"3,892"
1075,Fighting Spirit: Rising,(2013–2014),20 min,"Animation,Action,Comedy",8.7,NA,"2,573"
1076,The Mysterious Cities of Gold,(1982–1983),28 min,"Animation,Adventure,Comedy",8.7,TV-Y7,"4,104"
1077,Archer,(2009– ),22 min,"Animation,Action,Comedy",8.6,TV-MA,"159,129"
1078,Adventure Time,(2010–2018),11 min,"Animation,Action,Adventure",8.6,TV-PG,"101,186"
1079,Justice League,(2001–2004),22 min,"Animation,Action,Adventure",8.6,TV-PG,"48,494"
1080,Young Justice,(2010–2022),23 min,"Animation,Action,Adventure",8.6,TV-PG,"43,093"
1081,Mob Psycho 100,(2016–2022),24 min,"Animation,Action,Comedy",8.6,TV-14,"37,701"
1082,Dragon Ball,(1986–1989),25 min,"Animation,Action,Adventure",8.6,TV-14,"60,836"
1083,Fruits Basket,(2019–2021),24 min,"Animation,Comedy,Drama",8.6,TV-14,"7,407"
1084,Your Lie in April,(2014–2018),23 min,"Animation,Comedy,Drama",8.6,TV-PG,"33,057"
1085,The Venture Bros.,(2003–2018),22 min,"Animation,Action,Adventure",8.6,TV-14,"26,769"
1086,Samurai Champloo,(2004–2005),24 min,"Animation,Action,Adventure",8.6,TV-MA,"51,507"
1087,Dragon Ball,(1995–2003),24 min,"Animation,Action,Adventure",8.6,TV-14,"61,931"
1088,Hunter x Hunter,(1999–2001),23 min,"Animation,Action,Adventure",8.6,TV-PG,"8,787"
1089,Link Click,(2021– ),20 min,"Animation,Crime,Drama",8.6,TV-14,"2,548"
1090,Monogatari Series: Second Season,(2013),25 min,"Animation,Adventure,Comedy",8.6,TV-14,"2,734"
1091,Clannad: After Story,(2008–2009),24 min,"Animation,Comedy,Drama",8.6,TV-MA,"11,745"
1092,Tear Along the Dotted Line,(2021),20 min,"Animation,Comedy,Drama",8.6,TV-14,"9,764"
1093,Battle Through the Heavens,(2017– ),NA,"Animation,Action,Adventure",8.6,NA,"1,336"
1094,The Bugs Bunny Show,(1960–1975),30 min,"Animation,Comedy",8.6,TV-G,"34,624"
1095,Mike Judge Presents: Tales from the Tour Bus,(2017–2018),30 min,"Documentary,Animation,Biography",8.6,TV-MA,"1,383"
1096,Mad Jack the Pirate,(1998–1999),30 min,"Animation,Adventure,Comedy",8.6,TV-Y,"1,986"
1097,Romeo and the Black Brothers,(1995),24 min,"Animation,Adventure,Drama",8.6,TV-G,"1,226"
1098,Legacy from the Future - Fantastic Adventures of Family Mézga,(1970–1973),NA,"Animation,Comedy,Sci-Fi",8.6,NA,"1,599"
1099,Yu-Gi-Oh! The Abridged Series,(2006– ),NA,"Animation,Comedy",8.6,TV-14,"1,732"
1100,BoJack Horseman,(2014–2020),25 min,"Animation,Comedy,Drama",8.8,TV-MA,"169,194"
1101,【Oshi No Ko】,(2023– ),24 min,"Animation,Drama,Fantasy",8.8,TV-14,"2,808"
1102,Dragon Ball Z,(1989–1996),24 min,"Animation,Action,Adventure",8.8,TV-PG,"136,804"
1103,Steins;Gate,(2011–2015),24 min,"Animation,Comedy,Drama",8.8,TV-14,"66,460"
1104,Fighting Spirit,(2000–2002),20 min,"Animation,Action,Comedy",8.8,TV-PG,"7,933"
1105,Dragon Ball Z,(1989–1996),24 min,"Animation,Action,Adventure",8.8,TV-PG,"82,766"
1106,Fighting Spirit: New Challenger,(2009),NA,"Animation,Action,Comedy",8.8,NA,"2,831"
1107,Future Boy Conan,(1978),24 min,"Animation,Adventure,Comedy",8.8,TV-PG,"4,589"
1108,Mushi-Shi: Next Passage,(2014–2015),24 min,"Animation,Drama,Fantasy",8.8,TV-14,"3,028"
1109,Demon Slayer: Kimetsu no Yaiba,(2019– ),24 min,"Animation,Action,Adventure",8.7,TV-MA,"119,199"
1110,South Park,(1997– ),22 min,"Animation,Comedy",8.7,TV-14,"388,015"
1111,The Simpsons,(1989– ),22 min,"Animation,Comedy",8.7,TV-14,"417,671"
1112,Invincible,(2021– ),50 min,"Animation,Action,Adventure",8.7,TV-MA,"152,677"
1113,Naruto: Shippuden,(2007–2017),24 min,"Animation,Action,Adventure",8.7,TV-PG,"137,014"
1114,Berserk,(1997–1998),23 min,"Animation,Action,Adventure",8.7,TV-MA,"44,100"
1115,One Punch Man,(2015–2019),24 min,"Animation,Action,Comedy",8.7,TV-PG,"169,989"
1116,Monster,(2004–2005),24 min,"Animation,Crime,Drama",8.7,TV-14,"35,566"
1117,Primal,(2019– ),22 min,"Animation,Action,Adventure",8.7,TV-MA,"17,077"
1118,Haikyu!!,(2014–2020),24 min,"Animation,Comedy,Drama",8.7,TV-14,"29,080"
1119,Justice League Unlimited,(2004–2006),23 min,"Animation,Action,Adventure",8.7,TV-Y7-FV,"17,834"
1120,Gintama,(2005–2021),25 min,"Animation,Action,Comedy",8.7,TV-14,"12,833"
1121,Code Geass,(2006–2008),24 min,"Animation,Action,Drama",8.7,TV-14,"72,664"
1122,Slam Dunk,(1993–1996),22 min,"Animation,Comedy,Drama",8.7,TV-PG,"6,425"
1123,Don't Hug Me I'm Scared,(2022– ),23 min,"Animation,Comedy,Horror",8.7,TV-14,"3,892"
1124,Fighting Spirit: Rising,(2013–2014),20 min,"Animation,Action,Comedy",8.7,NA,"2,573"
1125,The Mysterious Cities of Gold,(1982–1983),28 min,"Animation,Adventure,Comedy",8.7,TV-Y7,"4,104"
1126,Archer,(2009– ),22 min,"Animation,Action,Comedy",8.6,TV-MA,"159,129"
1127,Adventure Time,(2010–2018),11 min,"Animation,Action,Adventure",8.6,TV-PG,"101,186"
1128,Justice League,(2001–2004),22 min,"Animation,Action,Adventure",8.6,TV-PG,"48,494"
1129,Young Justice,(2010–2022),23 min,"Animation,Action,Adventure",8.6,TV-PG,"43,093"
1130,Mob Psycho 100,(2016–2022),24 min,"Animation,Action,Comedy",8.6,TV-14,"37,701"
1131,Dragon Ball,(1986–1989),25 min,"Animation,Action,Adventure",8.6,TV-14,"60,836"
1132,Fruits Basket,(2019–2021),24 min,"Animation,Comedy,Drama",8.6,TV-14,"7,407"
1133,Your Lie in April,(2014–2018),23 min,"Animation,Comedy,Drama",8.6,TV-PG,"33,057"
1134,The Venture Bros.,(2003–2018),22 min,"Animation,Action,Adventure",8.6,TV-14,"26,769"
1135,Samurai Champloo,(2004–2005),24 min,"Animation,Action,Adventure",8.6,TV-MA,"51,507"
1136,Dragon Ball,(1995–2003),24 min,"Animation,Action,Adventure",8.6,TV-14,"61,931"
1137,Hunter x Hunter,(1999–2001),23 min,"Animation,Action,Adventure",8.6,TV-PG,"8,787"
1138,Link Click,(2021– ),20 min,"Animation,Crime,Drama",8.6,TV-14,"2,548"
1139,Monogatari Series: Second Season,(2013),25 min,"Animation,Adventure,Comedy",8.6,TV-14,"2,734"
1140,Clannad: After Story,(2008–2009),24 min,"Animation,Comedy,Drama",8.6,TV-MA,"11,745"
1141,Tear Along the Dotted Line,(2021),20 min,"Animation,Comedy,Drama",8.6,TV-14,"9,764"
1142,Battle Through the Heavens,(2017– ),NA,"Animation,Action,Adventure",8.6,NA,"1,336"
1143,The Bugs Bunny Show,(1960–1975),30 min,"Animation,Comedy",8.6,TV-G,"34,624"
1144,Mike Judge Presents: Tales from the Tour Bus,(2017–2018),30 min,"Documentary,Animation,Biography",8.6,TV-MA,"1,383"
1145,Mad Jack the Pirate,(1998–1999),30 min,"Animation,Adventure,Comedy",8.6,TV-Y,"1,986"
1146,Romeo and the Black Brothers,(1995),24 min,"Animation,Adventure,Drama",8.6,TV-G,"1,226"
1147,Legacy from the Future - Fantastic Adventures of Family Mézga,(1970–1973),NA,"Animation,Comedy,Sci-Fi",8.6,NA,"1,599"
1148,Yu-Gi-Oh! The Abridged Series,(2006– ),NA,"Animation,Comedy",8.6,TV-14,"1,732"
1149,"Well, Just You Wait!",(1969–2017),10 min,"Animation,Action,Comedy",8.6,NA,"5,817"
1150,【Oshi No Ko】,(2023– ),24 min,"Animation,Drama,Fantasy",8.8,TV-14,"2,808"
1151,Dragon Ball Z,(1989–1996),24 min,"Animation,Action,Adventure",8.8,TV-PG,"136,804"
1152,Steins;Gate,(2011–2015),24 min,"Animation,Comedy,Drama",8.8,TV-14,"66,460"
1153,Fighting Spirit,(2000–2002),20 min,"Animation,Action,Comedy",8.8,TV-PG,"7,933"
1154,Dragon Ball Z,(1989–1996),24 min,"Animation,Action,Adventure",8.8,TV-PG,"82,766"
1155,Fighting Spirit: New Challenger,(2009),NA,"Animation,Action,Comedy",8.8,NA,"2,831"
1156,Future Boy Conan,(1978),24 min,"Animation,Adventure,Comedy",8.8,TV-PG,"4,589"
1157,Mushi-Shi: Next Passage,(2014–2015),24 min,"Animation,Drama,Fantasy",8.8,TV-14,"3,028"
1158,Demon Slayer: Kimetsu no Yaiba,(2019– ),24 min,"Animation,Action,Adventure",8.7,TV-MA,"119,199"
1159,South Park,(1997– ),22 min,"Animation,Comedy",8.7,TV-14,"388,015"
1160,The Simpsons,(1989– ),22 min,"Animation,Comedy",8.7,TV-14,"417,671"
1161,Invincible,(2021– ),50 min,"Animation,Action,Adventure",8.7,TV-MA,"152,677"
1162,Naruto: Shippuden,(2007–2017),24 min,"Animation,Action,Adventure",8.7,TV-PG,"137,014"
1163,Berserk,(1997–1998),23 min,"Animation,Action,Adventure",8.7,TV-MA,"44,100"
1164,One Punch Man,(2015–2019),24 min,"Animation,Action,Comedy",8.7,TV-PG,"169,989"
1165,Monster,(2004–2005),24 min,"Animation,Crime,Drama",8.7,TV-14,"35,566"
1166,Primal,(2019– ),22 min,"Animation,Action,Adventure",8.7,TV-MA,"17,077"
1167,Haikyu!!,(2014–2020),24 min,"Animation,Comedy,Drama",8.7,TV-14,"29,080"
1168,Justice League Unlimited,(2004–2006),23 min,"Animation,Action,Adventure",8.7,TV-Y7-FV,"17,834"
1169,Gintama,(2005–2021),25 min,"Animation,Action,Comedy",8.7,TV-14,"12,833"
1170,Code Geass,(2006–2008),24 min,"Animation,Action,Drama",8.7,TV-14,"72,664"
1171,Slam Dunk,(1993–1996),22 min,"Animation,Comedy,Drama",8.7,TV-PG,"6,425"
1172,Don't Hug Me I'm Scared,(2022– ),23 min,"Animation,Comedy,Horror",8.7,TV-14,"3,892"
1173,Fighting Spirit: Rising,(2013–2014),20 min,"Animation,Action,Comedy",8.7,NA,"2,573"
1174,The Mysterious Cities of Gold,(1982–1983),28 min,"Animation,Adventure,Comedy",8.7,TV-Y7,"4,104"
1175,Archer,(2009– ),22 min,"Animation,Action,Comedy",8.6,TV-MA,"159,129"
1176,Adventure Time,(2010–2018),11 min,"Animation,Action,Adventure",8.6,TV-PG,"101,186"
1177,Justice League,(2001–2004),22 min,"Animation,Action,Adventure",8.6,TV-PG,"48,494"
1178,Young Justice,(2010–2022),23 min,"Animation,Action,Adventure",8.6,TV-PG,"43,093"
1179,Mob Psycho 100,(2016–2022),24 min,"Animation,Action,Comedy",8.6,TV-14,"37,701"
1180,Dragon Ball,(1986–1989),25 min,"Animation,Action,Adventure",8.6,TV-14,"60,836"
1181,Fruits Basket,(2019–2021),24 min,"Animation,Comedy,Drama",8.6,TV-14,"7,407"
1182,Your Lie in April,(2014–2018),23 min,"Animation,Comedy,Drama",8.6,TV-PG,"33,057"
1183,The Venture Bros.,(2003–2018),22 min,"Animation,Action,Adventure",8.6,TV-14,"26,769"
1184,Samurai Champloo,(2004–2005),24 min,"Animation,Action,Adventure",8.6,TV-MA,"51,507"
1185,Dragon Ball,(1995–2003),24 min,"Animation,Action,Adventure",8.6,TV-14,"61,931"
1186,Hunter x Hunter,(1999–2001),23 min,"Animation,Action,Adventure",8.6,TV-PG,"8,787"
1187,Link Click,(2021– ),20 min,"Animation,Crime,Drama",8.6,TV-14,"2,548"
1188,Monogatari Series: Second Season,(2013),25 min,"Animation,Adventure,Comedy",8.6,TV-14,"2,734"
1189,Clannad: After Story,(2008–2009),24 min,"Animation,Comedy,Drama",8.6,TV-MA,"11,745"
1190,Tear Along the Dotted Line,(2021),20 min,"Animation,Comedy,Drama",8.6,TV-14,"9,764"
1191,Battle Through the Heavens,(2017– ),NA,"Animation,Action,Adventure",8.6,NA,"1,336"
1192,The Bugs Bunny Show,(1960–1975),30 min,"Animation,Comedy",8.6,TV-G,"34,624"
1193,Mike Judge Presents: Tales from the Tour Bus,(2017–2018),30 min,"Documentary,Animation,Biography",8.6,TV-MA,"1,383"
1194,Mad Jack the Pirate,(1998–1999),30 min,"Animation,Adventure,Comedy",8.6,TV-Y,"1,986"
1195,Romeo and the Black Brothers,(1995),24 min,"Animation,Adventure,Drama",8.6,TV-G,"1,226"
1196,Legacy from the Future - Fantastic Adventures of Family Mézga,(1970–1973),NA,"Animation,Comedy,Sci-Fi",8.6,NA,"1,599"
1197,Yu-Gi-Oh! The Abridged Series,(2006– ),NA,"Animation,Comedy",8.6,TV-14,"1,732"
1198,"Well, Just You Wait!",(1969–2017),10 min,"Animation,Action,Comedy",8.6,NA,"5,817"
1199,I Hate Everything: the Search for the Worst,(2014– ),NA,"Animation,Comedy,Talk-Show",8.6,TV-MA,"1,924"
1200,Dragon Ball Z,(1989–1996),24 min,"Animation,Action,Adventure",8.8,TV-PG,"136,804"
1201,Steins;Gate,(2011–2015),24 min,"Animation,Comedy,Drama",8.8,TV-14,"66,460"
1202,Fighting Spirit,(2000–2002),20 min,"Animation,Action,Comedy",8.8,TV-PG,"7,933"
1203,Dragon Ball Z,(1989–1996),24 min,"Animation,Action,Adventure",8.8,TV-PG,"82,766"
1204,Fighting Spirit: New Challenger,(2009),NA,"Animation,Action,Comedy",8.8,NA,"2,831"
1205,Future Boy Conan,(1978),24 min,"Animation,Adventure,Comedy",8.8,TV-PG,"4,589"
1206,Mushi-Shi: Next Passage,(2014–2015),24 min,"Animation,Drama,Fantasy",8.8,TV-14,"3,028"
1207,Demon Slayer: Kimetsu no Yaiba,(2019– ),24 min,"Animation,Action,Adventure",8.7,TV-MA,"119,199"
1208,South Park,(1997– ),22 min,"Animation,Comedy",8.7,TV-14,"388,015"
1209,The Simpsons,(1989– ),22 min,"Animation,Comedy",8.7,TV-14,"417,671"
1210,Invincible,(2021– ),50 min,"Animation,Action,Adventure",8.7,TV-MA,"152,677"
1211,Naruto: Shippuden,(2007–2017),24 min,"Animation,Action,Adventure",8.7,TV-PG,"137,014"
1212,Berserk,(1997–1998),23 min,"Animation,Action,Adventure",8.7,TV-MA,"44,100"
1213,One Punch Man,(2015–2019),24 min,"Animation,Action,Comedy",8.7,TV-PG,"169,989"
1214,Monster,(2004–2005),24 min,"Animation,Crime,Drama",8.7,TV-14,"35,566"
1215,Primal,(2019– ),22 min,"Animation,Action,Adventure",8.7,TV-MA,"17,077"
1216,Haikyu!!,(2014–2020),24 min,"Animation,Comedy,Drama",8.7,TV-14,"29,080"
1217,Justice League Unlimited,(2004–2006),23 min,"Animation,Action,Adventure",8.7,TV-Y7-FV,"17,834"
1218,Gintama,(2005–2021),25 min,"Animation,Action,Comedy",8.7,TV-14,"12,833"
1219,Code Geass,(2006–2008),24 min,"Animation,Action,Drama",8.7,TV-14,"72,664"
1220,Slam Dunk,(1993–1996),22 min,"Animation,Comedy,Drama",8.7,TV-PG,"6,425"
1221,Don't Hug Me I'm Scared,(2022– ),23 min,"Animation,Comedy,Horror",8.7,TV-14,"3,892"
1222,Fighting Spirit: Rising,(2013–2014),20 min,"Animation,Action,Comedy",8.7,NA,"2,573"
1223,The Mysterious Cities of Gold,(1982–1983),28 min,"Animation,Adventure,Comedy",8.7,TV-Y7,"4,104"
1224,Archer,(2009– ),22 min,"Animation,Action,Comedy",8.6,TV-MA,"159,129"
1225,Adventure Time,(2010–2018),11 min,"Animation,Action,Adventure",8.6,TV-PG,"101,186"
1226,Justice League,(2001–2004),22 min,"Animation,Action,Adventure",8.6,TV-PG,"48,494"
1227,Young Justice,(2010–2022),23 min,"Animation,Action,Adventure",8.6,TV-PG,"43,093"
1228,Mob Psycho 100,(2016–2022),24 min,"Animation,Action,Comedy",8.6,TV-14,"37,701"
1229,Dragon Ball,(1986–1989),25 min,"Animation,Action,Adventure",8.6,TV-14,"60,836"
1230,Fruits Basket,(2019–2021),24 min,"Animation,Comedy,Drama",8.6,TV-14,"7,407"
1231,Your Lie in April,(2014–2018),23 min,"Animation,Comedy,Drama",8.6,TV-PG,"33,057"
1232,The Venture Bros.,(2003–2018),22 min,"Animation,Action,Adventure",8.6,TV-14,"26,769"
1233,Samurai Champloo,(2004–2005),24 min,"Animation,Action,Adventure",8.6,TV-MA,"51,507"
1234,Dragon Ball,(1995–2003),24 min,"Animation,Action,Adventure",8.6,TV-14,"61,931"
1235,Hunter x Hunter,(1999–2001),23 min,"Animation,Action,Adventure",8.6,TV-PG,"8,787"
1236,Link Click,(2021– ),20 min,"Animation,Crime,Drama",8.6,TV-14,"2,548"
1237,Monogatari Series: Second Season,(2013),25 min,"Animation,Adventure,Comedy",8.6,TV-14,"2,734"
1238,Clannad: After Story,(2008–2009),24 min,"Animation,Comedy,Drama",8.6,TV-MA,"11,745"
1239,Tear Along the Dotted Line,(2021),20 min,"Animation,Comedy,Drama",8.6,TV-14,"9,764"
1240,Battle Through the Heavens,(2017– ),NA,"Animation,Action,Adventure",8.6,NA,"1,336"
1241,The Bugs Bunny Show,(1960–1975),30 min,"Animation,Comedy",8.6,TV-G,"34,624"
1242,Mike Judge Presents: Tales from the Tour Bus,(2017–2018),30 min,"Documentary,Animation,Biography",8.6,TV-MA,"1,383"
1243,Mad Jack the Pirate,(1998–1999),30 min,"Animation,Adventure,Comedy",8.6,TV-Y,"1,986"
1244,Romeo and the Black Brothers,(1995),24 min,"Animation,Adventure,Drama",8.6,TV-G,"1,226"
1245,Legacy from the Future - Fantastic Adventures of Family Mézga,(1970–1973),NA,"Animation,Comedy,Sci-Fi",8.6,NA,"1,599"
1246,Yu-Gi-Oh! The Abridged Series,(2006– ),NA,"Animation,Comedy",8.6,TV-14,"1,732"
1247,"Well, Just You Wait!",(1969–2017),10 min,"Animation,Action,Comedy",8.6,NA,"5,817"
1248,I Hate Everything: the Search for the Worst,(2014– ),NA,"Animation,Comedy,Talk-Show",8.6,TV-MA,"1,924"
1249,Futurama,(1999–2023),22 min,"Animation,Adventure,Comedy",8.5,TV-14,"245,824"
1250,Steins;Gate,(2011–2015),24 min,"Animation,Comedy,Drama",8.8,TV-14,"66,460"
1251,Fighting Spirit,(2000–2002),20 min,"Animation,Action,Comedy",8.8,TV-PG,"7,933"
1252,Dragon Ball Z,(1989–1996),24 min,"Animation,Action,Adventure",8.8,TV-PG,"82,766"
1253,Fighting Spirit: New Challenger,(2009),NA,"Animation,Action,Comedy",8.8,NA,"2,831"
1254,Future Boy Conan,(1978),24 min,"Animation,Adventure,Comedy",8.8,TV-PG,"4,589"
1255,Mushi-Shi: Next Passage,(2014–2015),24 min,"Animation,Drama,Fantasy",8.8,TV-14,"3,028"
1256,Demon Slayer: Kimetsu no Yaiba,(2019– ),24 min,"Animation,Action,Adventure",8.7,TV-MA,"119,199"
1257,South Park,(1997– ),22 min,"Animation,Comedy",8.7,TV-14,"388,015"
1258,The Simpsons,(1989– ),22 min,"Animation,Comedy",8.7,TV-14,"417,671"
1259,Invincible,(2021– ),50 min,"Animation,Action,Adventure",8.7,TV-MA,"152,677"
1260,Naruto: Shippuden,(2007–2017),24 min,"Animation,Action,Adventure",8.7,TV-PG,"137,014"
1261,Berserk,(1997–1998),23 min,"Animation,Action,Adventure",8.7,TV-MA,"44,100"
1262,One Punch Man,(2015–2019),24 min,"Animation,Action,Comedy",8.7,TV-PG,"169,989"
1263,Monster,(2004–2005),24 min,"Animation,Crime,Drama",8.7,TV-14,"35,566"
1264,Primal,(2019– ),22 min,"Animation,Action,Adventure",8.7,TV-MA,"17,077"
1265,Haikyu!!,(2014–2020),24 min,"Animation,Comedy,Drama",8.7,TV-14,"29,080"
1266,Justice League Unlimited,(2004–2006),23 min,"Animation,Action,Adventure",8.7,TV-Y7-FV,"17,834"
