Sr.No,Series Name,Years,Runtime,Genre,Rating,Certificate,Votes
720,Invincible,(2021– ),50 min,"Animation,Action,Adventure",8.7,TV-MA,"152,677"
721,Naruto: Shippuden,(2007–2017),24 min,"Animation,Action,Adventure",8.7,TV-PG,"137,014"
722,Berserk,(1997–1998),23 min,"Animation,Action,Adventure",8.7,TV-MA,"44,100"
723,One Punch Man,(2015–2019),24 min,"Animation,Action,Comedy",8.7,TV-PG,"169,989"
724,Monster,(2004–2005),24 min,"Animation,Crime,Drama",8.7,TV-14,"35,566"
725,Primal,(2019– ),22 min,"Animation,Action,Adventure",8.7,TV-MA,"17,077"
726,Haikyu!!,(2014–2020),24 min,"Animation,Comedy,Drama",8.7,TV-14,"29,080"
727,Justice League Unlimited,(2004–2006),23 min,"Animation,Action,Adventure",8.7,TV-Y7-FV,"17,834"
728,Gintama,(2005–2021),25 min,"Animation,Action,Comedy",8.7,TV-14,"12,833"
729,Code Geass,(2006–2008),24 min,"Animation,Action,Drama",8.7,TV-14,"72,664"
730,Slam Dunk,(1993–1996),22 min,"Animation,Comedy,Drama",8.7,TV-PG,"6,425"
731,Don't Hug Me I'm Scared,(2022– ),23 min,"Animation,Comedy,Horror",8.7,TV-14,"3,892"
732,Fighting Spirit: Rising,(2013–2014),20 min,"Animation,Action,Comedy",8.7,NA,"2,573"
733,The Mysterious Cities of Gold,(1982–1983),28 min,"Animation,Adventure,Comedy",8.7,TV-Y7,"4,104"
734,Archer,(2009– ),22 min,"Animation,Action,Comedy",8.6,TV-MA,"159,129"
735,Adventure Time,(2010–2018),11 min,"Animation,Action,Adventure",8.6,TV-PG,"101,186"
736,Justice League,(2001–2004),22 min,"Animation,Action,Adventure",8.6,TV-PG,"48,494"
737,Young Justice,(2010–2022),23 min,"Animation,Action,Adventure",8.6,TV-PG,"43,093"
738,Mob Psycho 100,(2016–2022),24 min,"Animation,Action,Comedy",8.6,TV-14,"37,701"
739,Dragon Ball,(1986–1989),25 min,"Animation,Action,Adventure",8.6,TV-14,"60,836"
740,Fruits Basket,(2019–2021),24 min,"Animation,Comedy,Drama",8.6,TV-14,"7,407"
741,Your Lie in April,(2014–2018),23 min,"Animation,Comedy,Drama",8.6,TV-PG,"33,057"
742,The Venture Bros.,(2003–2018),22 min,"Animation,Action,Adventure",8.6,TV-14,"26,769"
743,Samurai Champloo,(2004–2005),24 min,"Animation,Action,Adventure",8.6,TV-MA,"51,507"
744,Dragon Ball,(1995–2003),24 min,"Animation,Action,Adventure",8.6,TV-14,"61,931"
745,Hunter x Hunter,(1999–2001),23 min,"Animation,Action,Adventure",8.6,TV-PG,"8,787"
746,Link Click,(2021– ),20 min,"Animation,Crime,Drama",8.6,TV-14,"2,548"
747,Monogatari Series: Second Season,(2013),25 min,"Animation,Adventure,Comedy",8.6,TV-14,"2,734"
748,Clannad: After Story,(2008–2009),24 min,"Animation,Comedy,Drama",8.6,TV-MA,"11,745"
749,Tear Along the Dotted Line,(2021),20 min,"Animation,Comedy,Drama",8.6,TV-14,"9,764"
750,Death Note,(2006–2007),23 min,"Animation,Crime,Drama",8.9,TV-14,"342,767"
751,Gravity Falls,(2012–2016),23 min,"Animation,Adventure,Comedy",8.9,TV-Y7,"118,328"
752,Cowboy Bebop,(1998–1999),24 min,"Animation,Action,Adventure",8.9,TV-14,"126,670"
753,Hey Duggee,(2014– ),7 min,"Animation,Comedy,Family",8.9,TV-Y,"1,231"
754,Silver Fang,(1986),25 min,"Animation,Action,Adventure",8.9,NA,"3,003"
755,Hungarian Folk Tales,(1980–2012),NA,Animation,8.9,NA,"1,478"
756,Vinland Saga,(2019– ),24 min,"Animation,Action,Adventure",8.8,TV-MA,"49,895"
757,BoJack Horseman,(2014–2020),25 min,"Animation,Comedy,Drama",8.8,TV-MA,"169,194"
758,【Oshi No Ko】,(2023– ),24 min,"Animation,Drama,Fantasy",8.8,TV-14,"2,808"
759,Dragon Ball Z,(1989–1996),24 min,"Animation,Action,Adventure",8.8,TV-PG,"136,804"
760,Steins;Gate,(2011–2015),24 min,"Animation,Comedy,Drama",8.8,TV-14,"66,460"
761,Fighting Spirit,(2000–2002),20 min,"Animation,Action,Comedy",8.8,TV-PG,"7,933"
762,Dragon Ball Z,(1989–1996),24 min,"Animation,Action,Adventure",8.8,TV-PG,"82,766"
763,Fighting Spirit: New Challenger,(2009),NA,"Animation,Action,Comedy",8.8,NA,"2,831"
764,Future Boy Conan,(1978),24 min,"Animation,Adventure,Comedy",8.8,TV-PG,"4,589"
765,Mushi-Shi: Next Passage,(2014–2015),24 min,"Animation,Drama,Fantasy",8.8,TV-14,"3,028"
766,Demon Slayer: Kimetsu no Yaiba,(2019– ),24 min,"Animation,Action,Adventure",8.7,TV-MA,"119,199"
767,South Park,(1997– ),22 min,"Animation,Comedy",8.7,TV-14,"388,015"
768,The Simpsons,(1989– ),22 min,"Animation,Comedy",8.7,TV-14,"417,671"
769,Invincible,(2021– ),50 min,"Animation,Action,Adventure",8.7,TV-MA,"152,677"
770,Naruto: Shippuden,(2007–2017),24 min,"Animation,Action,Adventure",8.7,TV-PG,"137,014"
771,Berserk,(1997–1998),23 min,"Animation,Action,Adventure",8.7,TV-MA,"44,100"
772,One Punch Man,(2015–2019),24 min,"Animation,Action,Comedy",8.7,TV-PG,"169,989"
773,Monster,(2004–2005),24 min,"Animation,Crime,Drama",8.7,TV-14,"35,566"
774,Primal,(2019– ),22 min,"Animation,Action,Adventure",8.7,TV-MA,"17,077"
775,Haikyu!!,(2014–2020),24 min,"Animation,Comedy,Drama",8.7,TV-14,"29,080"
776,Justice League Unlimited,(2004–2006),23 min,"Animation,Action,Adventure",8.7,TV-Y7-FV,"17,834"
777,Gintama,(2005–2021),25 min,"Animation,Action,Comedy",8.7,TV-14,"12,833"
778,Code Geass,(2006–2008),24 min,"Animation,Action,Drama",8.7,TV-14,"72,664"
779,Slam Dunk,(1993–1996),22 min,"Animation,Comedy,Drama",8.7,TV-PG,"6,425"
780,Don't Hug Me I'm Scared,(2022– ),23 min,"Animation,Comedy,Horror",8.7,TV-14,"3,892"
781,Fighting Spirit: Rising,(2013–2014),20 min,"Animation,Action,Comedy",8.7,NA,"2,573"
782,The Mysterious Cities of Gold,(1982–1983),28 min,"Animation,Adventure,Comedy",8.7,TV-Y7,"4,104"
783,Archer,(2009– ),22 min,"Animation,Action,Comedy",8.6,TV-MA,"159,129"
784,Adventure Time,(2010–2018),11 min,"Animation,Action,Adventure",8.6,TV-PG,"101,186"
785,Justice League,(2001–2004),22 min,"Animation,Action,Adventure",8.6,TV-PG,"48,494"
786,Young Justice,(2010–2022),23 min,"Animation,Action,Adventure",8.6,TV-PG,"43,093"
787,Mob Psycho 100,(2016–2022),24 min,"Animation,Action,Comedy",8.6,TV-14,"37,701"
788,Dragon Ball,(1986–1989),25 min,"Animation,Action,Adventure",8.6,TV-14,"60,836"
789,Fruits Basket,(2019–2021),24 min,"Animation,Comedy,Drama",8.6,TV-14,"7,407"
790,Your Lie in April,(2014–2018),23 min,"Animation,Comedy,Drama",8.6,TV-PG,"33,057"
791,The Venture Bros.,(2003–2018),22 min,"Animation,Action,Adventure",8.6,TV-14,"26,769"
792,Samurai Champloo,(2004–2005),24 min,"Animation,Action,Adventure",8.6,TV-MA,"51,507"
793,Dragon Ball,(1995–2003),24 min,"Animation,Action,Adventure",8.6,TV-14,"61,931"
794,Hunter x Hunter,(1999–2001),23 min,"Animation,Action,Adventure",8.6,TV-PG,"8,787"
795,Link Click,(2021– ),20 min,"Animation,Crime,Drama",8.6,TV-14,"2,548"
796,Monogatari Series: Second Season,(2013),25 min,"Animation,Adventure,Comedy",8.6,TV-14,"2,734"
797,Clannad: After Story,(2008–2009),24 min,"Animation,Comedy,Drama",8.6,TV-MA,"11,745"
798,Tear Along the Dotted Line,(2021),20 min,"Animation,Comedy,Drama",8.6,TV-14,"9,764"
799,Battle Through the Heavens,(2017– ),NA,"Animation,Action,Adventure",8.6,NA,"1,336"
800,Gravity Falls,(2012–2016),23 min,"Animation,Adventure,Comedy",8.9,TV-Y7,"118,328"
801,Cowboy Bebop,(1998–1999),24 min,"Animation,Action,Adventure",8.9,TV-14,"126,670"
802,Hey Duggee,(2014– ),7 min,"Animation,Comedy,Family",8.9,TV-Y,"1,231"
803,Silver Fang,(1986),25 min,"Animation,Action,Adventure",8.9,NA,"3,003"
804,Hungarian Folk Tales,(1980–2012),NA,Animation,8.9,NA,"1,478"
805,Vinland Saga,(2019– ),24 min,"Animation,Action,Adventure",8.8,TV-MA,"49,895"
806,BoJack Horseman,(2014–2020),25 min,"Animation,Comedy,Drama",8.8,TV-MA,"169,194"
807,【Oshi No Ko】,(2023– ),24 min,"Animation,Drama,Fantasy",8.8,TV-14,"2,808"
808,Dragon Ball Z,(1989–1996),24 min,"Animation,Action,Adventure",8.8,TV-PG,"136,804"
809,Steins;Gate,(2011–2015),24 min,"Animation,Comedy,Drama",8.8,TV-14,"66,460"
810,Fighting Spirit,(2000–2002),20 min,"Animation,Action,Comedy",8.8,TV-PG,"7,933"
811,Dragon Ball Z,(1989–1996),24 min,"Animation,Action,Adventure",8.8,TV-PG,"82,766"
812,Fighting Spirit: New Challenger,(2009),NA,"Animation,Action,Comedy",8.8,NA,"2,831"
813,Future Boy Conan,(1978),24 min,"Animation,Adventure,Comedy",8.8,TV-PG,"4,589"
814,Mushi-Shi: Next Passage,(2014–2015),24 min,"Animation,Drama,Fantasy",8.8,TV-14,"3,028"
815,Demon Slayer: Kimetsu no Yaiba,(2019– ),24 min,"Animation,Action,Adventure",8.7,TV-MA,"119,199"
816,South Park,(1997– ),22 min,"Animation,Comedy",8.7,TV-14,"388,015"
817,The Simpsons,(1989– ),22 min,"Animation,Comedy",8.7,TV-14,"417,671"
818,Invincible,(2021– ),50 min,"Animation,Action,Adventure",8.7,TV-MA,"152,677"
819,Naruto: Shippuden,(2007–2017),24 min,"Animation,Action,Adventure",8.7,TV-PG,"137,014"
820,Berserk,(1997–1998),23 min,"Animation,Action,Adventure",8.7,TV-MA,"44,100"
821,One Punch Man,(2015–2019),24 min,"Animation,Action,Comedy",8.7,TV-PG,"169,989"
822,Monster,(2004–2005),24 min,"Animation,Crime,Drama",8.7,TV-14,"35,566"
823,Primal,(2019– ),22 min,"Animation,Action,Adventure",8.7,TV-MA,"17,077"
824,Haikyu!!,(2014–2020),24 min,"Animation,Comedy,Drama",8.7,TV-14,"29,080"
825,Justice League Unlimited,(2004–2006),23 min,"Animation,Action,Adventure",8.7,TV-Y7-FV,"17,834"
826,Gintama,(2005–2021),25 min,"Animation,Action,Comedy",8.7,TV-14,"12,833"
827,Code Geass,(2006–2008),24 min,"Animation,Action,Drama",8.7,TV-14,"72,664"
828,Slam Dunk,(1993–1996),22 min,"Animation,Comedy,Drama",8.7,TV-PG,"6,425"
829,Don't Hug Me I'm Scared,(2022– ),23 min,"Animation,Comedy,Horror",8.7,TV-14,"3,892"
830,Fighting Spirit: Rising,(2013–2014),20 min,"Animation,Action,Comedy",8.7,NA,"2,573"
831,The Mysterious Cities of Gold,(1982–1983),28 min,"Animation,Adventure,Comedy",8.7,TV-Y7,"4,104"
832,Archer,(2009– ),22 min,"Animation,Action,Comedy",8.6,TV-MA,"159,129"
833,Adventure Time,(2010–2018),11 min,"Animation,Action,Adventure",8.6,TV-PG,"101,186"
834,Justice League,(2001–2004),22 min,"Animation,Action,Adventure",8.6,TV-PG,"48,494"
835,Young Justice,(2010–2022),23 min,"Animation,Action,Adventure",8.6,TV-PG,"43,093"
836,Mob Psycho 100,(2016–2022),24 min,"Animation,Action,Comedy",8.6,TV-14,"37,701"
837,Dragon Ball,(1986–1989),25 min,"Animation,Action,Adventure",8.6,TV-14,"60,836"
838,Fruits Basket,(2019–2021),24 min,"Animation,Comedy,Drama",8.6,TV-14,"7,407"
839,Your Lie in April,(2014–2018),23 min,"Animation,Comedy,Drama",8.6,TV-PG,"33,057"
840,The Venture Bros.,(2003–2018),22 min,"Animation,Action,Adventure",8.6,TV-14,"26,769"
841,Samurai Champloo,(2004–2005),24 min,"Animation,Action,Adventure",8.6,TV-MA,"51,507"
842,Dragon Ball,(1995–2003),24 min,"Animation,Action,Adventure",8.6,TV-14,"61,931"
843,Hunter x Hunter,(1999–2001),23 min,"Animation,Action,Adventure",8.6,TV-PG,"8,787"
844,Link Click,(2021– ),20 min,"Animation,Crime,Drama",8.6,TV-14,"2,548"
845,Monogatari Series: Second Season,(2013),25 min,"Animation,Adventure,Comedy",8.6,TV-14,"2,734"
846,Clannad: After Story,(2008–2009),24 min,"Animation,Comedy,Drama",8.6,TV-MA,"11,745"
847,Tear Along the Dotted Line,(2021),20 min,"Animation,Comedy,Drama",8.6,TV-14,"9,764"
848,Battle Through the Heavens,(2017– ),NA,"Animation,Action,Adventure",8.6,NA,"1,336"
849,The Bugs Bunny Show,(1960–1975),30 min,"Animation,Comedy",8.6,TV-G,"34,624"
850,Cowboy Bebop,(1998–1999),24 min,"Animation,Action,Adventure",8.9,TV-14,"126,670"
851,Hey Duggee,(2014– ),7 min,"Animation,Comedy,Family",8.9,TV-Y,"1,231"
852,Silver Fang,(1986),25 min,"Animation,Action,Adventure",8.9,NA,"3,003"
853,Hungarian Folk Tales,(1980–2012),NA,Animation,8.9,NA,"1,478"
854,Vinland Saga,(2019– ),24 min,"Animation,Action,Adventure",8.8,TV-MA,"49,895"
855,BoJack Horseman,(2014–2020),25 min,"Animation,Comedy,Drama",8.8,TV-MA,"169,194"
856,【Oshi No Ko】,(2023– ),24 min,"Animation,Drama,Fantasy",8.8,TV-14,"2,808"
857,Dragon Ball Z,(1989–1996),24 min,"Animation,Action,Adventure",8.8,TV-PG,"136,804"
858,Steins;Gate,(2011–2015),24 min,"Animation,Comedy,Drama",8.8,TV-14,"66,460"
859,Fighting Spirit,(2000–2002),20 min,"Animation,Action,Comedy",8.8,TV-PG,"7,933"
860,Dragon Ball Z,(1989–1996),24 min,"Animation,Action,Adventure",8.8,TV-PG,"82,766"
861,Fighting Spirit: New Challenger,(2009),NA,"Animation,Action,Comedy",8.8,NA,"2,831"
862,Future Boy Conan,(1978),24 min,"Animation,Adventure,Comedy",8.8,TV-PG,"4,589"
863,Mushi-Shi: Next Passage,(2014–2015),24 min,"Animation,Drama,Fantasy",8.8,TV-14,"3,028"
864,Demon Slayer: Kimetsu no Yaiba,(2019– ),24 min,"Animation,Action,Adventure",8.7,TV-MA,"119,199"
865,South Park,(1997– ),22 min,"Animation,Comedy",8.7,TV-14,"388,015"
866,The Simpsons,(1989– ),22 min,"Animation,Comedy",8.7,TV-14,"417,671"
867,Invincible,(2021– ),50 min,"Animation,Action,Adventure",8.7,TV-MA,"152,677"
868,Naruto: Shippuden,(2007–2017),24 min,"Animation,Action,Adventure",8.7,TV-PG,"137,014"
869,Berserk,(1997–1998),23 min,"Animation,Action,Adventure",8.7,TV-MA,"44,100"
870,One Punch Man,(2015–2019),24 min,"Animation,Action,Comedy",8.7,TV-PG,"169,989"
871,Monster,(2004–2005),24 min,"Animation,Crime,Drama",8.7,TV-14,"35,566"
872,Primal,(2019– ),22 min,"Animation,Action,Adventure",8.7,TV-MA,"17,077"
873,Haikyu!!,(2014–2020),24 min,"Animation,Comedy,Drama",8.7,TV-14,"29,080"
874,Justice League Unlimited,(2004–2006),23 min,"Animation,Action,Adventure",8.7,TV-Y7-FV,"17,834"
875,Gintama,(2005–2021),25 min,"Animation,Action,Comedy",8.7,TV-14,"12,833"
876,Code Geass,(2006–2008),24 min,"Animation,Action,Drama",8.7,TV-14,"72,664"
877,Slam Dunk,(1993–1996),22 min,"Animation,Comedy,Drama",8.7,TV-PG,"6,425"
878,Don't Hug Me I'm Scared,(2022– ),23 min,"Animation,Comedy,Horror",8.7,TV-14,"3,892"
879,Fighting Spirit: Rising,(2013–2014),20 min,"Animation,Action,Comedy",8.7,NA,"2,573"
880,The Mysterious Cities of Gold,(1982–1983),28 min,"Animation,Adventure,Comedy",8.7,TV-Y7,"4,104"
881,Archer,(2009– ),22 min,"Animation,Action,Comedy",8.6,TV-MA,"159,129"
882,Adventure Time,(2010–2018),11 min,"Animation,Action,Adventure",8.6,TV-PG,"101,186"
883,Justice League,(2001–2004),22 min,"Animation,Action,Adventure",8.6,TV-PG,"48,494"
884,Young Justice,(2010–2022),23 min,"Animation,Action,Adventure",8.6,TV-PG,"43,093"
885,Mob Psycho 100,(2016–2022),24 min,"Animation,Action,Comedy",8.6,TV-14,"37,701"
886,Dragon Ball,(1986–1989),25 min,"Animation,Action,Adventure",8.6,TV-14,"60,836"
887,Fruits Basket,(2019–2021),24 min,"Animation,Comedy,Drama",8.6,TV-14,"7,407"
888,Your Lie in April,(2014–2018),23 min,"Animation,Comedy,Drama",8.6,TV-PG,"33,057"
889,The Venture Bros.,(2003–2018),22 min,"Animation,Action,Adventure",8.6,TV-14,"26,769"
890,Samurai Champloo,(2004–2005),24 min,"Animation,Action,Adventure",8.6,TV-MA,"51,507"
891,Dragon Ball,(1995–2003),24 min,"Animation,Action,Adventure",8.6,TV-14,"61,931"
892,Hunter x Hunter,(1999–2001),23 min,"Animation,Action,Adventure",8.6,TV-PG,"8,787"
893,Link Click,(2021– ),20 min,"Animation,Crime,Drama",8.6,TV-14,"2,548"
894,Monogatari Series: Second Season,(2013),25 min,"Animation,Adventure,Comedy",8.6,TV-14,"2,734"
895,Clannad: After Story,(2008–2009),24 min,"Animation,Comedy,Drama",8.6,TV-MA,"11,745"
896,Tear Along the Dotted Line,(2021),20 min,"Animation,Comedy,Drama",8.6,TV-14,"9,764"
897,Battle Through the Heavens,(2017– ),NA,"Animation,Action,Adventure",8.6,NA,"1,336"
898,The Bugs Bunny Show,(1960–1975),30 min,"Animation,Comedy",8.6,TV-G,"34,624"
899,Mike Judge Presents: Tales from the Tour Bus,(2017–2018),30 min,"Documentary,Animation,Biography",8.6,TV-MA,"1,383"
900,Hey Duggee,(2014– ),7 min,"Animation,Comedy,Family",8.9,TV-Y,"1,231"
901,Silver Fang,(1986),25 min,"Animation,Action,Adventure",8.9,NA,"3,003"
902,Hungarian Folk Tales,(1980–2012),NA,Animation,8.9,NA,"1,478"
903,Vinland Saga,(2019– ),24 min,"Animation,Action,Adventure",8.8,TV-MA,"49,895"
904,BoJack Horseman,(2014–2020),25 min,"Animation,Comedy,Drama",8.8,TV-MA,"169,194"
905,【Oshi No Ko】,(2023– ),24 min,"Animation,Drama,Fantasy",8.8,TV-14,"2,808"
906,Dragon Ball Z,(1989–1996),24 min,"Animation,Action,Adventure",8.8,TV-PG,"136,804"
907,Steins;Gate,(2011–2015),24 min,"Animation,Comedy,Drama",8.8,TV-14,"66,460"
908,Fighting Spirit,(2000–2002),20 min,"Animation,Action,Comedy",8.8,TV-PG,"7,933"
909,Dragon Ball Z,(1989–1996),24 min,"Animation,Action,Adventure",8.8,TV-PG,"82,766"
910,Fighting Spirit: New Challenger,(2009),NA,"Animation,Action,Comedy",8.8,NA,"2,831"
911,Future Boy Conan,(1978),24 min,"Animation,Adventure,Comedy",8.8,TV-PG,"4,589"
912,Mushi-Shi: Next Passage,(2014–2015),24 min,"Animation,Drama,Fantasy",8.8,TV-14,"3,028"
913,Demon Slayer: Kimetsu no Yaiba,(2019– ),24 min,"Animation,Action,Adventure",8.7,TV-MA,"119,199"
914,South Park,(1997– ),22 min,"Animation,Comedy",8.7,TV-14,"388,015"
915,The Simpsons,(1989– ),22 min,"Animation,Comedy",8.7,TV-14,"417,671"
916,Invincible,(2021– ),50 min,"Animation,Action,Adventure",8.7,TV-MA,"152,677"
917,Naruto: Shippuden,(2007–2017),24 min,"Animation,Action,Adventure",8.7,TV-PG,"137,014"
918,Berserk,(1997–1998),23 min,"Animation,Action,Adventure",8.7,TV-MA,"44,100"
919,One Punch Man,(2015–2019),24 min,"Animation,Action,Comedy",8.7,TV-PG,"169,989"
920,Monster,(2004–2005),24 min,"Animation,Crime,Drama",8.7,TV-14,"35,566"
921,Primal,(2019– ),22 min,"Animation,Action,Adventure",8.7,TV-MA,"17,077"
922,Haikyu!!,(2014–2020),24 min,"Animation,Comedy,Drama",8.7,TV-14,"29,080"
923,Justice League Unlimited,(2004–2006),23 min,"Animation,Action,Adventure",8.7,TV-Y7-FV,"17,834"
924,Gintama,(2005–2021),25 min,"Animation,Action,Comedy",8.7,TV-14,"12,833"
925,Code Geass,(2006–2008),24 min,"Animation,Action,Drama",8.7,TV-14,"72,664"
926,Slam Dunk,(1993–1996),22 min,"Animation,Comedy,Drama",8.7,TV-PG,"6,425"
927,Don't Hug Me I'm Scared,(2022– ),23 min,"Animation,Comedy,Horror",8.7,TV-14,"3,892"
928,Fighting Spirit: Rising,(2013–2014),20 min,"Animation,Action,Comedy",8.7,NA,"2,573"
929,The Mysterious Cities of Gold,(1982–1983),28 min,"Animation,Adventure,Comedy",8.7,TV-Y7,"4,104"
930,Archer,(2009– ),22 min,"Animation,Action,Comedy",8.6,TV-MA,"159,129"
931,Adventure Time,(2010–2018),11 min,"Animation,Action,Adventure",8.6,TV-PG,"101,186"
932,Justice League,(2001–2004),22 min,"Animation,Action,Adventure",8.6,TV-PG,"48,494"
933,Young Justice,(2010–2022),23 min,"Animation,Action,Adventure",8.6,TV-PG,"43,093"
934,Mob Psycho 100,(2016–2022),24 min,"Animation,Action,Comedy",8.6,TV-14,"37,701"
935,Dragon Ball,(1986–1989),25 min,"Animation,Action,Adventure",8.6,TV-14,"60,836"
936,Fruits Basket,(2019–2021),24 min,"Animation,Comedy,Drama",8.6,TV-14,"7,407"
937,Your Lie in April,(2014–2018),23 min,"Animation,Comedy,Drama",8.6,TV-PG,"33,057"
938,The Venture Bros.,(2003–2018),22 min,"Animation,Action,Adventure",8.6,TV-14,"26,769"
939,Samurai Champloo,(2004–2005),24 min,"Animation,Action,Adventure",8.6,TV-MA,"51,507"
940,Dragon Ball,(1995–2003),24 min,"Animation,Action,Adventure",8.6,TV-14,"61,931"
941,Hunter x Hunter,(1999–2001),23 min,"Animation,Action,Adventure",8.6,TV-PG,"8,787"
942,Link Click,(2021– ),20 min,"Animation,Crime,Drama",8.6,TV-14,"2,548"
943,Monogatari Series: Second Season,(2013),25 min,"Animation,Adventure,Comedy",8.6,TV-14,"2,734"
944,Clannad: After Story,(2008–2009),24 min,"Animation,Comedy,Drama",8.6,TV-MA,"11,745"
945,Tear Along the Dotted Line,(2021),20 min,"Animation,Comedy,Drama",8.6,TV-14,"9,764"
946,Battle Through the Heavens,(2017– ),NA,"Animation,Action,Adventure",8.6,NA,"1,336"
947,The Bugs Bunny Show,(1960–1975),30 min,"Animation,Comedy",8.6,TV-G,"34,624"
948,Mike Judge Presents: Tales from the Tour Bus,(2017–2018),30 min,"Documentary,Animation,Biography",8.6,TV-MA,"1,383"
949,Mad Jack the Pirate,(1998–1999),30 min,"Animation,Adventure,Comedy",8.6,TV-Y,"1,986"
950,Silver Fang,(1986),25 min,"Animation,Action,Adventure",8.9,NA,"3,003"
951,Hungarian Folk Tales,(1980–2012),NA,Animation,8.9,NA,"1,478"
952,Vinland Saga,(2019– ),24 min,"Animation,Action,Adventure",8.8,TV-MA,"49,895"
953,BoJack Horseman,(2014–2020),25 min,"Animation,Comedy,Drama",8.8,TV-MA,"169,194"
954,【Oshi No Ko】,(2023– ),24 min,"Animation,Drama,Fantasy",8.8,TV-14,"2,808"
955,Dragon Ball Z,(1989–1996),24 min,"Animation,Action,Adventure",8.8,TV-PG,"136,804"
956,Steins;Gate,(2011–2015),24 min,"Animation,Comedy,Drama",8.8,TV-14,"66,460"
957,Fighting Spirit,(2000–2002),20 min,"Animation,Action,Comedy",8.8,TV-PG,"7,933"
958,Dragon Ball Z,(1989–1996),24 min,"Animation,Action,Adventure",8.8,TV-PG,"82,766"
959,Fighting Spirit: New Challenger,(2009),NA,"Animation,Action,Comedy",8.8,NA,"2,831"
960,Future Boy Conan,(1978),24 min,"Animation,Adventure,Comedy",8.8,TV-PG,"4,589"
961,Mushi-Shi: Next Passage,(2014–2015),24 min,"Animation,Drama,Fantasy",8.8,TV-14,"3,028"
962,Demon Slayer: Kimetsu no Yaiba,(2019– ),24 min,"Animation,Action,Adventure",8.7,TV-MA,"119,199"
963,South Park,(1997– ),22 min,"Animation,Comedy",8.7,TV-14,"388,015"
964,The Simpsons,(1989– ),22 min,"Animation,Comedy",8.7,TV-14,"417,671"
965,Invincible,(2021– ),50 min,"Animation,Action,Adventure",8.7,TV-MA,"152,677"
966,Naruto: Shippuden,(2007–2017),24 min,"Animation,Action,Adventure",8.7,TV-PG,"137,014"
967,Berserk,(1997–1998),23 min,"Animation,Action,Adventure",8.7,TV-MA,"44,100"
968,One Punch Man,(2015–2019),24 min,"Animation,Action,Comedy",8.7,TV-PG,"169,989"
969,Monster,(2004–2005),24 min,"Animation,Crime,Drama",8.7,TV-14,"35,566"
970,Primal,(2019– ),22 min,"Animation,Action,Adventure",8.7,TV-MA,"17,077"
971,Haikyu!!,(2014–2020),24 min,"Animation,Comedy,Drama",8.7,TV-14,"29,080"
972,Justice League Unlimited,(2004–2006),23 min,"Animation,Action,Adventure",8.7,TV-Y7-FV,"17,834"
973,Gintama,(2005–2021),25 min,"Animation,Action,Comedy",8.7,TV-14,"12,833"
974,Code Geass,(2006–2008),24 min,"Animation,Action,Drama",8.7,TV-14,"72,664"
975,Slam Dunk,(1993–1996),22 min,"Animation,Comedy,Drama",8.7,TV-PG,"6,425"
976,Don't Hug Me I'm Scared,(2022– ),23 min,"Animation,Comedy,Horror",8.7,TV-14,"3,892"
977,Fighting Spirit: Rising,(2013–2014),20 min,"Animation,Action,Comedy",8.7,NA,"2,573"
978,The Mysterious Cities of Gold,(1982–1983),28 min,"Animation,Adventure,Comedy",8.7,TV-Y7,"4,104"
979,Archer,(2009– ),22 min,"Animation,Action,Comedy",8.6,TV-MA,"159,129"
980,Adventure Time,(2010–2018),11 min,"Animation,Action,Adventure",8.6,TV-PG,"101,186"
981,Justice League,(2001–2004),22 min,"Animation,Action,Adventure",8.6,TV-PG,"48,494"
982,Young Justice,(2010–2022),23 min,"Animation,Action,Adventure",8.6,TV-PG,"43,093"
983,Mob Psycho 100,(2016–2022),24 min,"Animation,Action,Comedy",8.6,TV-14,"37,701"
984,Dragon Ball,(1986–1989),25 min,"Animation,Action,Adventure",8.6,TV-14,"60,836"
985,Fruits Basket,(2019–2021),24 min,"Animation,Comedy,Drama",8.6,TV-14,"7,407"
986,Your Lie in April,(2014–2018),23 min,"Animation,Comedy,Drama",8.6,TV-PG,"33,057"
987,The Venture Bros.,(2003–2018),22 min,"Animation,Action,Adventure",8.6,TV-14,"26,769"
988,Samurai Champloo,(2004–2005),24 min,"Animation,Action,Adventure",8.6,TV-MA,"51,507"
989,Dragon Ball,(1995–2003),24 min,"Animation,Action,Adventure",8.6,TV-14,"61,931"
990,Hunter x Hunter,(1999–2001),23 min,"Animation,Action,Adventure",8.6,TV-PG,"8,787"
991,Link Click,(2021– ),20 min,"Animation,Crime,Drama",8.6,TV-14,"2,548"
992,Monogatari Series: Second Season,(2013),25 min,"Animation,Adventure,Comedy",8.6,TV-14,"2,734"
993,Clannad: After Story,(2008–2009),24 min,"Animation,Comedy,Drama",8.6,TV-MA,"11,745"
994,Tear Along the Dotted Line,(2021),20 min,"Animation,Comedy,Drama",8.6,TV-14,"9,764"
995,Battle Through the Heavens,(2017– ),NA,"Animation,Action,Adventure",8.6,NA,"1,336"
996,The Bugs Bunny Show,(1960–1975),30 min,"Animation,Comedy",8.6,TV-G,"34,624"
997,Mike Judge Presents: Tales from the Tour Bus,(2017–2018),30 min,"Documentary,Animation,Biography",8.6,TV-MA,"1,383"
998,Mad Jack the Pirate,(1998–1999),30 min,"Animation,Adventure,Comedy",8.6,TV-Y,"1,986"
